ip,city,country,region
66.176.160.135,Miami,US,Florida
192.241.205.66,San Francisco,US,California
174.128.181.119,Chicago,US,Illinois
75.58.164.200,San Antonio,US,Texas
99.203.26.80,San Jose,US,California
24.162.12.67,San Antonio,US,Texas
73.85.100.144,Miami,US,Florida
174.128.181.39,Chicago,US,Illinois
174.128.180.196,Chicago,US,Illinois
174.128.180.67,Chicago,US,Illinois
174.128.180.21,Chicago,US,Illinois
174.128.180.149,Chicago,US,Illinois
174.128.180.20,Chicago,US,Illinois
172.58.101.45,Houston,US,Texas
69.9.44.186,Dallas,US,Texas
69.9.44.197,Dallas,US,Texas
69.160.252.231,Washington,US,"Washington, D.C."
69.9.44.166,Dallas,US,Texas
70.125.185.239,San Antonio,US,Texas
69.9.44.167,Dallas,US,Texas
69.9.44.135,Dallas,US,Texas
69.9.44.152,Dallas,US,Texas
69.9.44.217,Dallas,US,Texas
69.169.52.37,Dallas,US,Texas
69.9.44.136,Dallas,US,Texas
69.9.44.150,Dallas,US,Texas
69.130.123.181,Cedar City,US,Utah
134.250.1.82,Cedar City,US,Utah
76.185.175.160,San Antonio,US,Texas
196.52.39.23,Chicago,US,Illinois
104.58.135.163,San Antonio,US,Texas
67.11.97.204,San Antonio,US,Texas
174.207.23.110,Cleveland,US,Ohio
207.68.209.17,Burwell,US,Nebraska
72.181.97.35,San Antonio,US,Texas
45.30.141.87,San Antonio,US,Texas
136.62.18.97,Austin,US,Texas
96.46.160.20,San Antonio,US,Texas
96.46.160.14,San Antonio,US,Texas
72.21.196.64,Ashburn,US,Virginia
72.21.196.67,Ashburn,US,Virginia
72.21.196.66,Ashburn,US,Virginia
209.107.196.134,Atlanta,US,Georgia
64.145.67.143,Atlanta,US,Georgia
99.43.107.186,San Antonio,US,Texas
23.112.150.115,San Antonio,US,Texas
52.95.4.16,Hilliard,US,Ohio
70.121.204.76,San Antonio,US,Texas
66.69.50.45,San Antonio,US,Texas
45.31.213.223,San Antonio,US,Texas
173.174.196.212,San Antonio,US,Texas
104.53.202.214,San Antonio,US,Texas
72.181.104.30,San Antonio,US,Texas
68.206.106.64,El Paso,US,Texas
104.219.136.100,San Antonio,US,Texas
67.11.172.66,San Antonio,US,Texas
96.8.172.51,New Braunfels,US,Texas
67.11.175.66,San Antonio,US,Texas
104.219.136.105,San Antonio,US,Texas
12.52.157.98,Cotulla,US,Texas
99.132.129.169,San Antonio,US,Texas
99.158.248.205,San Antonio,US,Texas
66.25.163.2,San Antonio,US,Texas
70.121.185.146,San Antonio,US,Texas
99.101.216.49,Edinburg,US,Texas
71.42.218.131,Wichita Falls,US,Texas
108.199.115.75,New Braunfels,US,Texas
72.191.31.35,San Antonio,US,Texas
99.158.247.252,San Antonio,US,Texas
107.77.105.78,Houston,US,Texas
99.27.138.170,San Antonio,US,Texas
172.8.175.156,San Antonio,US,Texas
107.204.53.24,San Antonio,US,Texas
107.77.80.83,Houston,US,Texas
76.250.155.202,Victoria,US,Texas
172.58.109.251,Dallas,US,Texas
97.105.213.82,Plano,US,Texas
173.173.47.94,Waco,US,Texas
107.129.209.3,San Antonio,US,Texas
74.197.69.72,San Angelo,US,Texas
45.31.212.160,San Antonio,US,Texas
108.66.243.159,San Antonio,US,Texas
172.58.67.105,Dallas,US,Texas
172.58.111.245,Dallas,US,Texas
172.58.111.159,Dallas,US,Texas
107.77.94.128,Atlanta,US,Georgia
107.77.94.80,Atlanta,US,Georgia
107.77.94.123,Atlanta,US,Georgia
107.77.94.33,Atlanta,US,Georgia
172.56.7.146,Dallas,US,Texas
107.77.100.57,Houston,US,Texas
66.69.49.204,San Antonio,US,Texas
107.77.100.48,Houston,US,Texas
107.77.105.126,Houston,US,Texas
172.58.70.163,Dallas,US,Texas
173.149.192.150,Houston,US,Texas
71.40.81.37,San Antonio,US,Texas
24.160.135.99,San Antonio,US,Texas
64.134.26.193,Austin,US,Texas
24.54.124.11,Marble Falls,US,Texas
75.1.128.18,San Antonio,US,Texas
72.181.37.22,Laguna Heights,US,Texas
172.58.99.22,Houston,US,Texas
104.219.136.53,San Antonio,US,Texas
107.77.66.26,Houston,US,Texas
184.169.45.4,Newark,US,New Jersey
166.137.136.55,Dallas,US,Texas
70.125.144.209,San Antonio,US,Texas
99.33.48.253,San Antonio,US,Texas
172.127.185.99,San Antonio,US,Texas
66.25.163.226,San Antonio,US,Texas
97.79.234.116,San Antonio,US,Texas
72.177.174.171,San Antonio,US,Texas
97.98.85.151,Corpus Christi,US,Texas
72.181.33.132,Laguna Heights,US,Texas
172.58.99.179,Houston,US,Texas
107.77.221.157,Houston,US,Texas
99.203.154.58,Houston,US,Texas
172.58.109.83,Dallas,US,Texas
99.203.27.126,Houston,US,Texas
172.58.67.38,Dallas,US,Texas
166.251.109.229,San Antonio,US,Texas
107.77.220.108,Houston,US,Texas
67.142.235.252,Las Vegas,US,Nevada
99.203.26.253,San Jose,US,California
107.77.221.151,Houston,US,Texas
107.77.218.110,Houston,US,Texas
172.58.111.213,Dallas,US,Texas
172.58.99.241,Houston,US,Texas
208.54.86.224,New York City,US,New York
172.56.7.25,Dallas,US,Texas
72.190.182.108,San Antonio,US,Texas
72.181.100.92,San Antonio,US,Texas
173.174.199.207,San Antonio,US,Texas
24.160.9.56,San Antonio,US,Texas
104.63.15.53,San Antonio,US,Texas
107.77.217.9,Houston,US,Texas
172.58.70.175,Dallas,US,Texas
71.78.144.202,San Antonio,US,Texas
99.203.26.118,San Jose,US,California
172.58.109.232,Dallas,US,Texas
172.58.109.48,Dallas,US,Texas
216.59.206.66,Dallas,US,Texas
68.206.198.66,San Antonio,US,Texas
107.77.200.140,Dallas,US,Texas
107.77.221.96,Houston,US,Texas
65.36.106.75,Austin,US,Texas
99.203.27.241,Houston,US,Texas
107.77.196.195,Dallas,US,Texas
99.203.26.199,San Jose,US,California
50.84.244.130,Temple,US,Texas
107.77.200.229,Dallas,US,Texas
24.242.180.178,Killeen,US,Texas
107.77.197.78,Dallas,US,Texas
67.48.201.230,Austin,US,Texas
70.117.31.37,El Paso,US,Texas
68.201.240.17,San Antonio,US,Texas
107.77.217.127,Houston,US,Texas
99.203.27.10,Houston,US,Texas
99.203.27.213,Houston,US,Texas
76.186.167.31,Waco,US,Texas
99.203.26.158,San Jose,US,California
69.166.80.80,New Braunfels,US,Texas
71.132.254.162,San Antonio,US,Texas
173.174.211.244,San Antonio,US,Texas
70.120.57.140,San Antonio,US,Texas
67.11.82.179,San Antonio,US,Texas
172.223.38.19,Montgomery,US,Alabama
108.71.183.46,Plano,US,Texas
24.160.4.6,New Braunfels,US,Texas
136.50.77.182,San Antonio,US,Texas
70.120.22.185,San Antonio,US,Texas
96.8.130.21,San Antonio,US,Texas
66.69.66.113,San Antonio,US,Texas
173.174.184.26,San Antonio,US,Texas
66.69.79.50,San Antonio,US,Texas
104.237.80.81,Beijing,CN,Beijing
173.239.232.97,Bridgeport,US,Connecticut
173.174.244.161,San Antonio,US,Texas
107.77.100.46,Houston,US,Texas
148.59.156.46,San Antonio,US,Texas
70.121.185.2,San Antonio,US,Texas
70.120.3.242,San Antonio,US,Texas
173.239.232.141,New York City,US,New York
104.237.80.107,Beijing,CN,Beijing
104.237.80.34,Beijing,CN,Beijing
104.237.80.102,Beijing,CN,Beijing
72.190.161.136,San Antonio,US,Texas
108.253.53.1,San Antonio,US,Texas
173.239.232.35,Bridgeport,US,Connecticut
66.25.164.171,San Antonio,US,Texas
72.48.66.216,Temple,US,Texas
173.175.122.123,San Antonio,US,Texas
66.25.80.16,San Antonio,US,Texas
173.239.232.174,New York City,US,New York
104.237.80.12,Beijing,CN,Beijing
64.250.9.218,New Braunfels,US,Texas
173.239.232.76,Bridgeport,US,Connecticut
107.77.72.49,Port Arthur,US,Texas
107.135.88.8,San Antonio,US,Texas
173.239.232.92,Bridgeport,US,Connecticut
173.239.232.28,Bridgeport,US,Connecticut
104.237.80.44,Beijing,CN,Beijing
173.239.232.22,Bridgeport,US,Connecticut
104.237.80.105,Beijing,CN,Beijing
104.237.80.120,Beijing,CN,Beijing
173.239.232.106,Bridgeport,US,Connecticut
104.237.80.51,Beijing,CN,Beijing
107.77.66.121,Houston,US,Texas
99.52.75.127,San Antonio,US,Texas
107.77.80.91,Houston,US,Texas
173.239.232.128,New York City,US,New York
104.237.80.141,Beijing,CN,Beijing
104.237.80.68,Beijing,CN,Beijing
104.237.80.15,Beijing,CN,Beijing
104.237.80.59,Beijing,CN,Beijing
24.26.249.169,San Antonio,US,Texas
70.122.250.222,Arlington,US,Texas
173.239.240.116,Ashburn,US,Virginia
107.207.1.245,San Antonio,US,Texas
107.77.100.60,Houston,US,Texas
66.25.171.4,San Antonio,US,Texas
107.77.66.115,Houston,US,Texas
173.239.240.49,Ashburn,US,Virginia
104.237.80.38,Beijing,CN,Beijing
104.237.80.147,Beijing,CN,Beijing
104.237.80.77,Beijing,CN,Beijing
104.237.80.108,Beijing,CN,Beijing
72.179.173.100,San Antonio,US,Texas
107.77.80.76,Houston,US,Texas
104.237.80.109,Beijing,CN,Beijing
173.239.232.46,Bridgeport,US,Connecticut
173.239.232.89,Bridgeport,US,Connecticut
104.237.80.151,Beijing,CN,Beijing
104.237.80.106,Beijing,CN,Beijing
104.237.80.36,Beijing,CN,Beijing
104.237.80.16,Beijing,CN,Beijing
173.239.232.8,Bridgeport,US,Connecticut
173.239.232.146,New York City,US,New York
173.239.232.94,Bridgeport,US,Connecticut
104.237.80.57,Beijing,CN,Beijing
173.239.232.5,Bridgeport,US,Connecticut
107.77.80.29,Houston,US,Texas
173.239.232.61,Bridgeport,US,Connecticut
104.237.80.167,Beijing,CN,Beijing
173.239.232.113,Bridgeport,US,Connecticut
173.239.232.98,Bridgeport,US,Connecticut
72.181.117.243,San Antonio,US,Texas
173.239.232.47,Bridgeport,US,Connecticut
107.77.100.18,Houston,US,Texas
104.191.11.147,San Antonio,US,Texas
173.239.232.95,Bridgeport,US,Connecticut
69.166.71.6,New Braunfels,US,Texas
12.71.182.66,San Antonio,US,Texas
47.218.185.241,College Station,US,Texas
107.77.100.128,Houston,US,Texas
165.91.13.35,College Station,US,Texas
173.239.232.49,Bridgeport,US,Connecticut
162.72.2.198,Wrens,US,Georgia
107.77.220.11,Houston,US,Texas
104.237.80.53,Beijing,CN,Beijing
104.237.80.150,Beijing,CN,Beijing
173.239.232.149,New York City,US,New York
173.239.232.99,Bridgeport,US,Connecticut
104.237.80.157,Beijing,CN,Beijing
104.237.80.21,Beijing,CN,Beijing
104.237.80.24,Beijing,CN,Beijing
107.77.221.108,Houston,US,Texas
104.237.80.114,Beijing,CN,Beijing
173.239.232.120,Bridgeport,US,Connecticut
104.237.80.93,Beijing,CN,Beijing
104.237.80.88,Beijing,CN,Beijing
173.239.232.103,Bridgeport,US,Connecticut
104.237.80.158,Beijing,CN,Beijing
173.239.232.142,New York City,US,New York
104.237.80.31,Beijing,CN,Beijing
172.58.67.207,Dallas,US,Texas
70.94.153.55,New Braunfels,US,Texas
107.77.218.190,Houston,US,Texas
107.77.218.37,Houston,US,Texas
173.239.232.45,Bridgeport,US,Connecticut
173.239.232.144,New York City,US,New York
104.237.80.119,Beijing,CN,Beijing
104.237.80.48,Beijing,CN,Beijing
173.239.232.20,Bridgeport,US,Connecticut
104.237.80.144,Beijing,CN,Beijing
104.237.80.111,Beijing,CN,Beijing
196.52.2.25,New York City,US,New York
196.52.2.71,New York City,US,New York
104.237.80.55,Beijing,CN,Beijing
196.52.2.59,New York City,US,New York
107.77.221.191,Houston,US,Texas
173.239.232.170,New York City,US,New York
104.237.80.117,Beijing,CN,Beijing
104.237.80.40,Beijing,CN,Beijing
173.239.232.129,New York City,US,New York
104.237.80.10,Beijing,CN,Beijing
107.77.220.95,Houston,US,Texas
173.239.232.29,Bridgeport,US,Connecticut
173.239.232.139,New York City,US,New York
173.239.232.143,New York City,US,New York
173.239.198.246,San Francisco,US,California
107.77.222.63,Houston,US,Texas
173.239.232.157,New York City,US,New York
104.15.39.87,San Antonio,US,Texas
173.239.232.152,New York City,US,New York
173.239.232.140,New York City,US,New York
107.77.221.152,Houston,US,Texas
184.203.184.92,Phoenix,US,Arizona
172.58.67.77,Dallas,US,Texas
173.239.198.250,San Francisco,US,California
173.239.198.230,San Francisco,US,California
173.239.232.75,Bridgeport,US,Connecticut
173.239.232.85,Bridgeport,US,Connecticut
104.143.92.81,Dallas,US,Texas
173.239.232.167,New York City,US,New York
173.239.232.109,Bridgeport,US,Connecticut
66.69.10.7,San Antonio,US,Texas
173.239.232.84,Bridgeport,US,Connecticut
173.239.232.11,Bridgeport,US,Connecticut
173.239.198.173,San Francisco,US,California
173.239.232.55,Bridgeport,US,Connecticut
173.239.232.42,Bridgeport,US,Connecticut
104.143.92.30,Dallas,US,Texas
173.239.232.161,New York City,US,New York
104.143.92.53,Dallas,US,Texas
72.190.232.108,San Antonio,US,Texas
107.77.219.175,Houston,US,Texas
104.237.80.58,Beijing,CN,Beijing
107.77.217.21,Houston,US,Texas
104.237.80.136,Beijing,CN,Beijing
104.237.80.98,Beijing,CN,Beijing
107.77.220.215,Houston,US,Texas
104.237.80.39,Beijing,CN,Beijing
172.56.6.71,Dallas,US,Texas
24.26.248.56,San Antonio,US,Texas
104.237.80.140,Beijing,CN,Beijing
104.237.80.135,Beijing,CN,Beijing
104.237.80.11,Beijing,CN,Beijing
104.237.80.87,Beijing,CN,Beijing
104.237.80.25,Beijing,CN,Beijing
107.77.218.26,Houston,US,Texas
72.181.96.144,San Antonio,US,Texas
104.237.80.70,Beijing,CN,Beijing
172.56.6.36,Dallas,US,Texas
104.237.80.41,Beijing,CN,Beijing
198.96.95.149,Dallas,US,Texas
198.55.125.205,Dallas,US,Texas
107.77.169.3,Houston,US,Texas
104.237.80.75,Beijing,CN,Beijing
4.34.182.238,Dallas,US,Texas
172.56.6.77,Dallas,US,Texas
104.237.80.83,Beijing,CN,Beijing
172.56.7.119,Dallas,US,Texas
172.56.7.58,Dallas,US,Texas
199.116.118.132,San Jose,US,California
199.116.118.166,San Jose,US,California
173.127.47.45,Houston,US,Texas
173.149.159.126,George West,US,Texas
172.58.67.210,Dallas,US,Texas
172.58.109.109,Dallas,US,Texas
172.58.99.207,Houston,US,Texas
184.203.236.132,Phoenix,US,Arizona
172.56.6.112,Dallas,US,Texas
173.239.232.125,Bridgeport,US,Connecticut
69.12.94.123,Dallas,US,Texas
104.129.18.241,Atlanta,US,Georgia
155.94.250.100,Dallas,US,Texas
173.239.232.67,Bridgeport,US,Connecticut
173.239.232.33,Bridgeport,US,Connecticut
107.77.221.115,Houston,US,Texas
173.239.232.104,Bridgeport,US,Connecticut
173.239.232.77,Bridgeport,US,Connecticut
173.239.232.164,New York City,US,New York
173.239.232.160,New York City,US,New York
107.77.217.54,Houston,US,Texas
45.56.151.79,Conroe,US,Texas
45.56.151.93,Conroe,US,Texas
45.56.151.99,Conroe,US,Texas
173.239.232.114,Bridgeport,US,Connecticut
173.239.232.51,Bridgeport,US,Connecticut
45.56.151.117,Conroe,US,Texas
173.239.232.115,Bridgeport,US,Connecticut
173.239.232.56,Bridgeport,US,Connecticut
172.56.7.199,Dallas,US,Texas
173.239.232.176,New York City,US,New York
173.239.232.48,Bridgeport,US,Connecticut
172.58.102.174,Oklahoma City,US,Oklahoma
172.58.99.70,Houston,US,Texas
172.58.99.172,Houston,US,Texas
173.239.232.91,Bridgeport,US,Connecticut
172.58.99.69,Houston,US,Texas
173.239.232.31,Bridgeport,US,Connecticut
173.239.232.82,Bridgeport,US,Connecticut
45.56.151.44,Lewes,US,Delaware
173.239.232.60,Bridgeport,US,Connecticut
173.239.232.72,Bridgeport,US,Connecticut
45.56.151.121,Conroe,US,Texas
172.56.7.23,Dallas,US,Texas
172.58.99.178,Houston,US,Texas
172.58.99.67,Houston,US,Texas
172.58.68.245,Dallas,US,Texas
107.77.220.227,Houston,US,Texas
173.239.232.119,Bridgeport,US,Connecticut
107.77.220.203,Houston,US,Texas
173.239.232.50,Bridgeport,US,Connecticut
107.77.169.4,Houston,US,Texas
173.239.232.10,Bridgeport,US,Connecticut
173.239.232.21,Bridgeport,US,Connecticut
173.239.232.137,New York City,US,New York
66.69.6.234,San Antonio,US,Texas
172.56.7.113,Dallas,US,Texas
205.251.148.162,Houston,US,Texas
205.251.148.154,Houston,US,Texas
205.251.148.146,Houston,US,Texas
108.93.12.131,Brownsville,US,Texas
205.251.148.98,Houston,US,Texas
205.251.150.234,Houston,US,Texas
199.116.115.137,Chicago,US,Illinois
45.56.151.110,Conroe,US,Texas
45.56.151.8,Lewes,US,Delaware
172.56.7.28,Dallas,US,Texas
199.116.115.142,Chicago,US,Illinois
199.116.115.143,Chicago,US,Illinois
199.116.115.131,Chicago,US,Illinois
199.116.115.130,Chicago,US,Illinois
107.77.173.9,Chicago,US,Illinois
45.56.151.75,Conroe,US,Texas
199.116.115.147,Chicago,US,Illinois
45.56.151.7,Lewes,US,Delaware
45.56.151.50,Lewes,US,Delaware
173.239.232.53,Bridgeport,US,Connecticut
173.239.232.168,New York City,US,New York
107.77.217.233,Kirbyville,US,Texas
173.239.232.134,New York City,US,New York
173.239.232.122,Bridgeport,US,Connecticut
173.239.232.145,New York City,US,New York
173.239.232.107,Bridgeport,US,Connecticut
173.239.232.54,Bridgeport,US,Connecticut
173.239.232.66,Bridgeport,US,Connecticut
172.56.6.54,Dallas,US,Texas
172.56.7.144,Dallas,US,Texas
173.239.232.78,Bridgeport,US,Connecticut
107.77.221.72,Houston,US,Texas
173.239.232.71,Bridgeport,US,Connecticut
107.77.218.35,Houston,US,Texas
173.239.232.163,New York City,US,New York
173.239.232.32,Bridgeport,US,Connecticut
173.239.232.100,Bridgeport,US,Connecticut
173.239.232.52,Bridgeport,US,Connecticut
173.239.232.37,Bridgeport,US,Connecticut
173.239.232.73,Bridgeport,US,Connecticut
173.239.232.7,Bridgeport,US,Connecticut
165.91.12.128,College Station,US,Texas
173.239.232.173,New York City,US,New York
173.239.232.57,Bridgeport,US,Connecticut
173.239.232.124,Bridgeport,US,Connecticut
205.251.148.122,Houston,US,Texas
205.251.150.146,Houston,US,Texas
107.77.220.47,Houston,US,Texas
173.239.232.131,New York City,US,New York
172.58.67.65,Dallas,US,Texas
173.239.232.80,Bridgeport,US,Connecticut
107.77.169.10,Houston,US,Texas
173.239.232.171,New York City,US,New York
173.239.232.34,Bridgeport,US,Connecticut
173.239.232.44,Bridgeport,US,Connecticut
173.126.107.20,Fort Worth,US,Texas
173.239.232.148,New York City,US,New York
173.239.232.154,New York City,US,New York
107.77.221.33,Houston,US,Texas
173.239.232.24,Bridgeport,US,Connecticut
172.58.99.53,Houston,US,Texas
173.239.232.27,Bridgeport,US,Connecticut
173.239.232.155,New York City,US,New York
172.58.99.14,Houston,US,Texas
107.77.218.33,Houston,US,Texas
205.251.148.178,Houston,US,Texas
205.251.148.130,Houston,US,Texas
205.251.148.82,Houston,US,Texas
107.77.253.1,Orlando,US,Florida
173.239.232.108,Bridgeport,US,Connecticut
173.239.232.79,Bridgeport,US,Connecticut
173.239.232.127,Bridgeport,US,Connecticut
173.239.232.62,Bridgeport,US,Connecticut
205.251.150.154,Houston,US,Texas
173.239.232.123,Bridgeport,US,Connecticut
173.239.232.93,Bridgeport,US,Connecticut
184.203.172.25,Lacombe,US,Louisiana
172.56.6.250,Dallas,US,Texas
208.54.86.242,New York City,US,New York
173.239.232.23,Bridgeport,US,Connecticut
173.239.232.16,Bridgeport,US,Connecticut
173.239.232.64,Bridgeport,US,Connecticut
173.239.232.74,Bridgeport,US,Connecticut
172.58.99.99,Houston,US,Texas
107.77.220.154,Houston,US,Texas
173.239.232.132,New York City,US,New York
97.105.81.147,San Antonio,US,Texas
66.69.111.115,Carrollton,US,Texas
173.239.232.70,Bridgeport,US,Connecticut
173.239.232.87,Bridgeport,US,Connecticut
172.3.28.125,San Antonio,US,Texas
174.207.11.138,Cleveland,US,Ohio
107.77.217.13,Houston,US,Texas
24.26.251.39,San Antonio,US,Texas
107.77.222.55,Houston,US,Texas
64.250.7.235,Gonzales,US,Texas
172.58.99.105,Houston,US,Texas
216.3.131.238,Irvine,US,California
107.77.173.2,Chicago,US,Illinois
173.239.232.102,Bridgeport,US,Connecticut
107.77.219.67,Houston,US,Texas
172.58.102.206,Oklahoma City,US,Oklahoma
172.58.99.225,Houston,US,Texas
208.54.86.153,New York City,US,New York
208.54.86.156,New York City,US,New York
107.77.221.80,Houston,US,Texas
107.77.173.4,Chicago,US,Illinois
136.50.20.17,San Antonio,US,Texas
107.77.169.12,Houston,US,Texas
99.203.23.170,Tampa,US,Florida
173.239.232.111,Bridgeport,US,Connecticut
108.174.85.238,Kerrville,US,Texas
172.58.70.240,Dallas,US,Texas
172.58.67.18,Dallas,US,Texas
172.58.102.160,Oklahoma City,US,Oklahoma
172.56.6.151,Dallas,US,Texas
173.239.232.126,Bridgeport,US,Connecticut
173.239.232.39,Bridgeport,US,Connecticut
24.173.152.222,Davenport,US,Florida
107.77.219.27,Houston,US,Texas
173.239.232.88,Bridgeport,US,Connecticut
67.48.40.83,Cedar Park,US,Texas
107.77.217.216,Kirbyville,US,Texas
107.77.222.216,Lovelady,US,Texas
107.77.222.174,Lovelady,US,Texas
107.77.221.70,Houston,US,Texas
104.37.31.8,New York City,US,New York
172.58.109.155,Dallas,US,Texas
70.120.5.227,San Antonio,US,Texas
72.45.179.227,Schenectady,US,New York
172.58.109.223,Dallas,US,Texas
99.140.253.42,Fort Worth,US,Texas
52.176.52.196,Des Moines,US,Iowa
24.28.101.217,Austin,US,Texas
24.28.109.234,Austin,US,Texas
66.68.53.12,Austin,US,Texas
70.94.183.166,Euless,US,Texas
162.245.203.7,New Braunfels,US,Texas
104.218.78.12,Floresville,US,Texas
76.214.115.41,Austin,US,Texas
71.234.171.235,Princeton,US,Massachusetts
108.11.10.198,Atlantic City,US,New Jersey
76.186.80.227,Fort Worth,US,Texas
162.233.170.151,San Antonio,US,Texas
104.187.116.12,Irving,US,Texas
108.11.6.201,Millville,US,New Jersey
108.11.13.210,Millville,US,New Jersey
50.213.66.214,Egg Harbor City,US,New Jersey
71.146.33.118,San Antonio,US,Texas
76.204.31.63,San Antonio,US,Texas
66.69.65.3,San Antonio,US,Texas
173.173.101.207,San Antonio,US,Texas
173.174.253.193,San Antonio,US,Texas
67.10.183.5,San Antonio,US,Texas
24.243.8.81,San Antonio,US,Texas
66.69.54.140,San Antonio,US,Texas
173.174.233.67,San Antonio,US,Texas
207.119.61.55,Denton,US,Texas
96.8.139.196,New Braunfels,US,Texas
67.11.239.2,San Antonio,US,Texas
66.25.175.197,San Antonio,US,Texas
54.172.8.62,Ashburn,US,Virginia
97.98.108.135,Corpus Christi,US,Texas
67.11.215.97,San Antonio,US,Texas
207.119.3.121,Monroe,US,Louisiana
66.69.119.209,San Antonio,US,Texas
52.45.96.252,Ashburn,US,Virginia
207.119.2.249,Monroe,US,Louisiana
108.220.102.149,San Antonio,US,Texas
24.26.232.177,San Antonio,US,Texas
136.50.0.240,San Antonio,US,Texas
96.8.180.154,Boerne,US,Texas
104.176.91.161,San Antonio,US,Texas
207.119.48.226,Denton,US,Texas
174.207.17.95,Cleveland,US,Ohio
73.166.86.204,Houston,US,Texas
174.207.22.170,Cleveland,US,Ohio
174.207.5.245,Cleveland,US,Ohio
174.207.18.173,Cleveland,US,Ohio
136.50.28.52,San Antonio,US,Texas
108.218.193.28,San Antonio,US,Texas
72.191.32.140,Irving,US,Texas
72.190.168.217,San Antonio,US,Texas
107.77.221.188,Houston,US,Texas
76.185.237.144,San Antonio,US,Texas
107.77.220.42,Houston,US,Texas
107.77.217.137,Kirbyville,US,Texas
108.200.112.192,San Antonio,US,Texas
73.76.119.133,Houston,US,Texas
67.11.238.82,San Antonio,US,Texas
173.175.31.196,Killeen,US,Texas
69.236.100.33,San Antonio,US,Texas
72.177.237.78,San Antonio,US,Texas
207.119.61.70,Denton,US,Texas
107.77.222.90,Houston,US,Texas
173.174.136.11,Schertz,US,Texas
107.77.220.231,Houston,US,Texas
75.54.32.79,San Antonio,US,Texas
97.105.90.179,San Antonio,US,Texas
73.31.215.224,Dublin,US,Ohio
104.184.27.54,San Antonio,US,Texas
107.77.221.7,Houston,US,Texas
97.98.105.129,Corpus Christi,US,Texas
207.119.63.85,Denton,US,Texas
107.77.217.128,Kirbyville,US,Texas
185.216.33.82,Frankfurt am Main,DE,Hesse
24.243.10.238,San Antonio,US,Texas
107.77.222.181,Lovelady,US,Texas
72.190.151.50,San Antonio,US,Texas
166.251.109.31,San Antonio,US,Texas
172.58.109.222,Dallas,US,Texas
65.112.228.222,San Antonio,US,Texas
107.77.221.63,Houston,US,Texas
71.40.247.91,Austin,US,Texas
206.81.232.6,San Antonio,US,Texas
24.243.19.100,San Antonio,US,Texas
24.243.6.109,San Antonio,US,Texas
207.119.54.40,San Marcos,US,Texas
4.15.231.83,Houston,US,Texas
207.119.59.216,Monroe,US,Louisiana
38.142.208.162,San Antonio,US,Texas
73.136.220.123,Houston,US,Texas
24.160.139.79,San Antonio,US,Texas
207.119.54.88,Denton,US,Texas
173.174.201.87,San Antonio,US,Texas
172.58.111.175,Dallas,US,Texas
207.119.52.22,Denton,US,Texas
12.49.174.18,Houston,US,Texas
71.221.9.148,Graford,US,Texas
207.119.3.149,Monroe,US,Louisiana
71.78.115.66,San Antonio,US,Texas
207.119.56.213,Monroe,US,Louisiana
108.200.112.159,San Antonio,US,Texas
104.53.215.3,San Antonio,US,Texas
73.77.171.11,Houston,US,Texas
207.119.59.156,Monroe,US,Louisiana
174.207.14.229,Cleveland,US,Ohio
174.235.7.82,Ashburn,US,Virginia
174.207.2.137,Cleveland,US,Ohio
98.6.95.27,Hutto,US,Texas
173.175.109.235,San Antonio,US,Texas
72.191.30.236,San Antonio,US,Texas
174.207.25.208,Cleveland,US,Ohio
98.6.44.42,San Antonio,US,Texas
107.77.221.57,Houston,US,Texas
75.15.242.245,San Antonio,US,Texas
67.79.40.22,San Antonio,US,Texas
107.77.220.123,Houston,US,Texas
107.77.219.19,Houston,US,Texas
66.69.86.155,San Antonio,US,Texas
208.54.86.247,New York City,US,New York
71.135.71.73,Dallas,US,Texas
107.77.217.20,Houston,US,Texas
45.21.2.131,San Antonio,US,Texas
107.77.219.96,Houston,US,Texas
99.43.109.88,San Antonio,US,Texas
56.0.143.23,Summit,US,New Jersey
71.78.94.74,San Antonio,US,Texas
107.77.218.215,Houston,US,Texas
209.107.189.151,Chicago,US,Illinois
24.27.56.43,Round Rock,US,Texas
107.77.222.92,Houston,US,Texas
72.181.119.126,San Antonio,US,Texas
107.77.220.81,Houston,US,Texas
107.77.222.13,Houston,US,Texas
209.107.189.26,Chicago,US,Illinois
70.120.39.192,San Antonio,US,Texas
76.186.2.234,Converse,US,Texas
173.172.166.90,Cedar Hill,US,Texas
110.78.138.179,Bangkok,TH,Bangkok
159.192.243.186,Surat Thani,TH,Surat Thani
134.196.44.26,Phitsanulok,TH,Phitsanulok
110.78.138.254,Bangkok,TH,Bangkok
110.77.182.112,Bangkok,TH,Bangkok
110.77.182.87,Bangkok,TH,Bangkok
159.192.242.43,Kra Buri,TH,Ranong
159.192.201.107,Thoen,TH,Lampang
134.196.44.120,Phitsanulok,TH,Phitsanulok
134.196.45.35,Phitsanulok,TH,Phitsanulok
134.196.131.92,Bangkok,TH,Bangkok
136.49.177.117,Austin,US,Texas
66.69.37.238,Port Arthur,US,Texas
70.94.129.79,New Braunfels,US,Texas
72.177.174.24,San Antonio,US,Texas
99.98.36.168,San Antonio,US,Texas
173.173.104.14,San Antonio,US,Texas
98.6.94.51,San Antonio,US,Texas
136.50.13.79,San Antonio,US,Texas
70.121.136.246,San Antonio,US,Texas
45.17.26.192,San Antonio,US,Texas
